content,final_text,score
kau moton jangan kejam kau sama player indo orang masih GM udah kau kasih tim mitik.kau pikirkan dulu kau main tapi tim sendiri master sementara tim musuh sekelas mitik kan gak logis kan.jadi tolong dulu moton buat lah dulu yang adil masa aku aja yang terus mvp kalah.,kau moton jangan kejam kau sama player indo orang masih grandmaster sudah kau beri tim mitikkau pikir dulu kau main tapi tim sendiri master sementara tim lawan kelas mitik kan tidak logis kanjadi tolong dulu moton buat dulu yang adil masa saya saja yang terus mvp kalah,1
ok,ok,5
"buat brawl jadi brawl rank, reward Avatar, efek n emote. buat rare fragment kembali seperti dulu dyroth ke lebih lama.",buat brawl jadi brawl peringkat reward avatar efek n emote buat rare fragment kembali seperti dulu dyroth ke lebih lama,1
"sebenarnya gamenya bagus.tapi,masalah kredit skornya agak nyebelin.kan aku lagi main rank,tau tau keluar sendiri,masuk ml lagi kan aku,tapi loginnya lama banget,jadi gak ikut war,pas login udah di loby,tau tau kredit skorku ilang 20,aku push lagi,naikin kredit skor dah bisa main rank,tapi entah kenapa pas udah main rank tau tau turun lagi jadi GK bisa main rank hadehh.jadi aku hapus aja gamenya.malesin,harusnya ada fitur kalo ada pemain yg afk akan ditanya kenapa anda afk?,.",benar gamenya bagustapimasalah kredit skor agak nyebelinkan saya lagi main ranktau tau keluar sendirimasuk mobile legends lagi kan akutapi loginnya lama bangetjadi tidak ikut warpas login sudah di lobytau tau kredit skor ilang saya naik laginaikin kredit skor sudah bisa main ranktapi entah kenapa pas sudah main peringkat tau tau turun lagi jadi tidak bisa main peringkat hadehhjadi saya hapus saja gamenyamalesinharusnya ada fitur kalo ada main yg keluar main akan tanya kenapa anda keluar main,1
monton kalo beri teman itu yang setara sama musuh nya muntun masak di kasih derak sistem,moonton kalo beri teman itu yang tara sama lawan nya muntun masak di beri derak sistem,1
sinyal suka lag di in game,sinyal suka lambat di in game,2
cocok untuk di mainkan a,cocok untuk di main a,5
update skin terus jaringan woyy montoon jelek kali bisa jaringan macam lampu lalu lintas merah kuning hijau hadeh perbaiki,baru tampil terus jaring woyy montoon jelek kali bisa jaring macam lampu lalu lintas merah kuning hijau hadeh baik,1
bagus banget aku suka banet cuma 1 moonton gak usah pelit yaahh😆😆😆😁😁😁,bagus banget saya suka banet cuma moonton tidak usah pelit yaahh,4
ini game paling bagus efak hero nya keren dan map nya bagus .,ini game paling bagus efak pahlawan nya keren dan map nya bagus,5
"jangan download ini game,gamenya sih seru tapi sistemnya itu loh gw lengen di kasih tim epik musuh lengen 1 kan gak adil banget dan biasanya ni game banyak yang rasis",jangan download ini gamegamenya sih seru tapi sistem itu loh saya lengen di beri tim epik lawan lengen kan tidak adil banget dan biasa ni game banyak yang ras,1
game jelek,game jelek,1
game ini tidak adil saya selalu dapat tim yang tidak bisa main dan musuh yang pro,game ini tidak adil saya selalu dapat tim yang tidak bisa main dan lawan yang pro,1
gamex bagus cuman sering kalah😌,gamex bagus cuman sering kalah,5
"Tolong perbaiki sistem jaringannya ya, di lobby saya cek ping normal2 saja, tapi pas in gamenya malah merah2 jaringannya",tolong baik sistem jaring ya di lobby saya cek ping normal saja tapi pas in gamenya malah merah jaring,3
"ngeleg mulu setiap main,dari jaringan padahal bagus",ngeleg mulu tiap maindari jaring padahal bagus,3
mantap good game,mantap good game,5
"musuhnya susah, dark system hapus aj mending",musuh susah dark system hapus aj mending,2
"gacor sih game nya tapi OMG SERIOUSLY? tiap kali masuk match, kayaknya sistemnya mikir, ""kasih dia tim yang bikin dia nangis aja deh."" menang 3x? itu bonus kalah berturut-turut? itu kewajiban. Aku nggak tau ini game MOBA atau simulator kesabaran masa aku dapat tim kayak shibal gini AAAKAKAJAHAJAJAJAJAJ, jinjja neomu neomu angry ( `_ゝ´). Terimakasih ML, kayaknya aku mau meditasi di air terjun.",gacor sih game nya tapi omg seriously tiap kali masuk tanding kayak sistem mikir beri dia tim yang bikin dia nang saja menang x itu bonus kalah berturutturut itu wajib saya tidak tau ini game moba atau simulator sabar masa saya dapat tim kayak shibal gin aaakakajahajajajajaj jinjja neomu neomu angry  terimakasih mobile legends kayak saya mau meditasi di air terjun,3
"terburuk,sistem matchmaking yang tidak adil",terburuksistem matchmaking yang tidak adil,1
game bagus👍👍,game bagus,5
Woi monton lu tiap hari tiap jam tiap menit tiap waktu kenapa lu kasih gw tim yang pada tolol tolol semua kenapa. kalo ga bisa bikin game yang seru yah jangan bikin game yang buat orang orang stres marah marah ga jelas ini semua berawal dari lu monton,woi moonton kamu tiap hari tiap jam tiap menit tiap waktu kenapa kamu beri saya tim yang pada bodoh bodoh semua kenapa kalo tidak bisa bikin game yang seru yah jangan bikin game yang buat orang orang stres marah marah tidak jelas ini semua awal dari kamu moonton,1
"apk tidak berguna jaringan hilang tiba² terus dalam setiap match, update hero terus dan skin tapi game play tidak di pedulikan",apk tidak guna jaring hilang tiba terus dalam tiap tanding baru pahlawan terus dan tampil tapi game play tidak di peduli,1
kasih skin legend dong monton gem terbaik,beri tampil legenda moonton permata baik,5
"Kepada Moonton Developer Mobile Legends, Semua Karakter dan Skin Sudah Melebihi Sangat Bagus.. Namun yang ada matchmakingnya yang tidak bisa tertolong seperti sengaja feed, egois, dan saling membuli.. Apa yang harus kamu lakukan Moonton... Berikan Tanggapanmu🙏🙏... Dan juga perbaiki jaringannya. Lag merah terus... Soalnya ml dulu lebih bagus daripada separah sekarang hanya kritik ya...",kepada moonton developer mobile legends semua karakter dan tampil sudah lebih sangat bagus namun yang ada matchmakingnya yang tidak bisa tolong seperti sengaja mati terus egois dan saling membuli apa yang harus kamu laku moonton ikan tanggap dan juga baik jaring lambat merah terus soal mobile legends dulu lebih bagus daripada parah sekarang hanya kritik ya,1
muantapop,muantapop,5
game g jelas,game g jelas,1
tolong update maksimal,tolong baru maksimal,5
Game yang menguji kesabaran manusia,game yang uji sabar manusia,5
"game rusak, main ketemunya mitik pdhl masih legend mainya ngk ada yang mitik TPI Mala ketemu yg mitik.. trus keluar sendiri wifi bagus jaringan bagus tapi Serik ngelek keluar sendiri. ini game lama² udah ngk asik.",game rusak main ketemu mitik pdhl masih legenda mai ngk ada yang mitik tpi mala ketemu yg mitik terus keluar sendiri wifi bagus jaring bagus tapi serik ngelek keluar sendiri ini game lama sudah ngk asik,1
"gamenya bagus, asik dan menyenangkan. semua orang yang bermain game ini pasti sopan-sopan.",gamenya bagus asik dan senang semua orang yang main game ini pasti sopansopan,5
"Lebih baik hapus game ini we..game gak guna ini..! Gk bisa bikin lawan yang setara dan masih banyak kendalanya contoh : buat player solo selalu di bikin lose trek mulu + ngelek ² padahal sinyal bagus , tidak bisa bisa bikin lawan yang setara , seharusnya main game buang suntut malah main game ini tambah stres karena lawan yang tidak sepadan,dah gitu chat para pemain kasar semua..! Yang penting hapus lah game ini . Klo anda butuh penenang pikirin jangan download game ini !! Hp anda di jamin pecah",lebih baik hapus game ini wegame tidak guna ini tidak bisa bikin lawan yang tara dan masih banyak kendala contoh buat player solo selalu di bikin lose trek mulu ngelek  padahal sinyal bagus tidak bisa bisa bikin lawan yang tara harus main game buang suntut malah main game ini tambah stres karena lawan yang tidak sepadandah gitu chat para main kasar semua yang penting hapus game ini klo anda butuh tenang pikirin jangan download game ini hp anda di jamin pecah,1
seharusnya poveous diberikan skin oleh muntun!!!,harus poveous beri tampil oleh muntun,2
"Game busuk, game no fairplay. Banyak user feeding",game busuk game no fairplay banyak user feeding,1
seruu,seruu,5
"jangan main game ini apalagi sampai top up, dijamin menyesal",jangan main game ini apalagi sampai top up jamin sesal,1
Pindah hok aja ni game darkpick GK jelas org GK ada salah kena report bikin peraturan sesuka hati nenek moyang nya aja main solo kek perang dunia ke dua ngasi temen bot terus ada dendam bilang,pindah hok saja ni game darkpick tidak jelas org tidak ada salah kena report bikin atur suka hati nenek moyang nya saja main solo kek perang dunia ke dua ngasi temen bot terus ada dendam bilang,1
game yang sangat tidak masuk akal masa moonton kasih musuh yang tidak setara rank tertinggi musuh ada yang imortal atau glory lah di tim kita masih rank tertinggi mhytic gimana sih moonton saya jadi lose streak banyak dan win sedikit tolong kasih musuh yang setara terimakasih,game yang sangat tidak masuk akal masa moonton beri lawan yang tidak tara peringkat tinggi lawan ada yang imortal atau glory di tim kita masih peringkat tinggi mhytic gimana sih moonton saya jadi lose streak banyak dan win sedikit tolong beri lawan yang tara terimakasih,1
eek,eek,1
kalea bagus banget,kalea bagus banget,5
"monton napa sih gw di kasih teman drak sistem mulu dah, tp jujur deh gw suka banget gem ini",moonton napa sih saya di beri teman drak sistem mulu sudah tapi jujur saya suka banget permata ini,4
aneh bro pas pertama main Joy jaringan nya lancar masyaallah tapi pas main kedua make hc jadi lag kan aneh tiap main hc jaringan nya astaghfirullah 999+ jaringan co😭,aneh pas pertama main joy jaring nya lancar masyaallah tapi pas main dua make hc jadi lambat kan aneh tiap main hc jaring nya astaghfirullah jaring co,1
"sekarang malah jadi gampang ngasih coklat ya, padahal kda ga busuk'amat liat dari mana nya si? kda doang? kinerja juga padahal udah bener, apaan si jadi gampang banget buat ngasih coklat",sekarang malah jadi gampang beri coklat ya padahal kda tidak busukamat liat dari mana nya si kda doang kerja juga padahal sudah bener apa si jadi gampang banget buat beri coklat,1
game yg sudah diatur teman dan lawannya,game yg sudah atur teman dan lawan,1
gema nya jelek,gema nya jelek,1
semuanya bagus tapi tolong monton tolong ilang kan dark sistem dan betulin masalah sinyal nya yang kadang kadang ilang perbaki dan ilangkan dark sistem,semua bagus tapi tolong moonton tolong ilang kan dark sistem dan betulin masalah sinyal nya yang kadang kadang ilang baki dan ilangkan dark sistem,5
Bua ml nya ya agak seru tapi game nya jelek bagi aku karna game nya Coman gitu terus ngejek ngejek game lain tapi dia sen diri kalah sama game block blast,bua mobile legends nya ya agak seru tapi game nya jelek bagi saya karna game nya coman gitu terus ngejek ngejek game lain tapi dia sen diri kalah sama game block blast,1
game kikir,game kikir,1
aplikasi keren,aplikasi keren,5
gak seru main nya turun naik aja bg mentang gue bot,tidak seru main nya turun naik saja bg mentang saya bot,5
jaringan bagus tapi delay gj bgt ini game 🗿🗿🗿,jaring bagus tapi delay gj banget ini game,1
game kau ni baik tp byk scammer aku nk akun aku moonton nm dia ~[TENKER]~™ baik aku main kat game sebelah je(¬_¬,game kau ni baik tapi byk scammer saya nk akun saya moonton nm dia tenker baik saya main kat game belah je,2
EH MONTON DARI DULU GUA MINTA TIM NYA YANG SEPADAN DONG DARI TIM MUSUH KAYA PRO PLAYER KALO DARI TIM SENDIRI KAYA BARU MAIN. PLISS LAH KASIH MUSUH TUBUH YANG SEIMBANG YANG SAMA SKILLNYA KAYA DI TIM GUA BIAR GUA ENAK MAINNYA KOMPAK GITU KALO MABAR KETEMUNYA DUO BUCIN YANG GA BISA MAIN GUA UDAH JAGO TAPI KALO TIMNYA GA BISA MAIN GIMANA GUA MAU MEMANG COBA. INI GAME MAU BIKIN ORANG SENENG APA EMOSIH HAH MONTON,eh moonton dari dulu gua minta tim nya yang padan dari tim lawan kaya pro player kalo dari tim sendiri kaya baru main pliss beri lawan tubuh yang imbang yang sama skillnya kaya di tim gua biar gua enak main kompak gitu kalo mabar ketemu duo bucin yang tidak bisa main gua sudah jago tapi kalo tim tidak bisa main gimana gua mau memang coba ini game mau bikin orang neng apa emosih hah moonton,5
lumayan buat hiburan,lumayan buat hibur,5
"one player is trapped and forced to fight with the computer, then the trapper becomes a spectator, and when the match starts, the trapper stops the game continuously, and the victim cannot leave the costume room by force, what is the solution please, the victim has difficulty leaving, give a solution, for example, give a button to exit the game, because when the match is stopped, the victim cannot do anything, pressing the button alone does not work, please provide a solution, Moonton.",one player is trapped and forced to fight with the computer then the trapper becomes a spectator and when the tanding starts the trapper stops the game continuously and the victim cannot leave the costume room by force what is the solution please the victim has difficulty leaving give a solution for example give a button to exit the game because when the tanding is stopped the victim cannot do anything pressing the button alone does not work please provide a solution moonton,1
tolong montoon skinnya dong di disconin,tolong montoon skinnya di disconin,1
game bagus,game bagus,5
saya menyukai ml,saya suka mobile legends,5
bagus banget game nya di tambah pertarungannya sengit,bagus banget game nya di tambah tarung sengit,5
gem nya emang bagus tapi sering mendapatkan tim yg beban kadang min terus los trek berkali kali jadi tolong di perbaiki Ya dan juga kapan dapet skin gratis lgi yg kolektor otau sekin anim ya minuman kaya HOK ga tim beban palingan juga seringan nya win,permata nya emang bagus tapi sering dapat tim yg beban kadang admin terus los trek kali kali jadi tolong di baik ya dan juga kapan dapet tampil gratis lgi yg kolektor otau sekin anim ya minum kaya hok tidak tim beban paling juga sering nya win,5
game apa ini selalu di kasih musuh yang jago terus mending main hok aja game stresss,game apa ini selalu di beri lawan yang jago terus mending main hok saja game stresss,1
"Matchmaking sampah. Setelah season selalu mendapatkan tim yang tidak seimbang, tim sendiri player epic namun tim musuh mantan glory, itu membuat tidak seimbang.",matchmaking sampah telah season selalu dapat tim yang tidak imbang tim sendiri player peringkat rendah namun tim lawan mantan glory itu buat tidak imbang,1
game burik 8bit kayak ep ep,game burik bit kayak ep ep,1
"Tim musuh sama tim sendiri bedajauh musuh jago,temen dongo+ngga ngerti main pula pokoknya gak seimbang btw gua masih stuck di rang legend 2 dan gak naik naik.",tim lawan sama tim sendiri bedajauh lawan jagotemen dongongga ngerti main pula pokok tidak imbang ngomong ngomong gua masih stuck di rang legenda dan tidak naik naik,3
game rusak tolong beenerin,game rusak tolong beenerin,1
server gampang ngedown,server gampang ngedown,1
saya senang dengan Game ini,saya senang dengan game ini,5
"game rusak, kaga jelas ngasih team gblk, bikin pusing",game rusak kaga jelas beri team gblk bikin pusing,1
bgs sih,bgs sih,5
gemnya bagus banget dan ada sikin geratasan nya lagi,gemnya bagus banget dan ada sikin geratasan nya lagi,5
"Setelah update banyak bug, sering lag ke semua player, orang mau main malah lag satu map hadehh cepat cepat dah di fix.",telah baru banyak salah sering lambat ke semua player orang mau main malah lambat satu map hadehh cepat cepat sudah di pasti,1
sekarang monton baik tadi aku dapet skin blazing laila sama musuh nya bot di kelasik semoga monton ke Mekah amin.semoga aku dapet skin Kof dirot,sekarang moonton baik tadi saya dapet tampil blazing laila sama lawan nya bot di kelasik moga moonton ke mekah aminsemoga saya dapet tampil kof dirot,5
