Tanggal,Jam,Kategori,Jumlah,Keterangan
2024-07-22,13:51:00,makan,26000,Beli makanan online lewat aplikasi
2024-07-23,17:13:00,pakaian,68000,Beli baju kerja dan seragam
2024-07-23,16:57:00,lain-lain,42000,Biaya perizinan dan administrasi
2024-07-23,18:07:00,loundry,19000,Bersihkan karpet rumah
2024-07-24,10:19:00,lain-lain,47000,Biaya perizinan dan administrasi
2024-07-24,09:43:00,rumah,58000,Beli alat pel dan alat kebersihan rumah
2024-07-24,16:27:00,pulsa,15000,Beli paket SMS dan telepon
2024-07-25,20:27:00,tagihan,46000,Bayar tagihan air PDAM
2024-07-25,13:48:00,loundry,23000,Loundry pakaian olahraga
2024-07-25,21:23:00,pakaian,65000,Beli kaos dan celana casual
2024-07-25,09:06:00,pajak,52000,Bayar pajak listrik usaha
2024-07-26,13:23:00,hiburan,40000,Mengikuti kelas musik atau tari
2024-07-26,15:20:00,pajak,87000,Bayar pajak listrik usaha
2024-07-26,13:24:00,lain-lain,33000,Biaya tak terduga
2024-07-27,15:37:00,loundry,24000,Cuci pakaian harian
2024-07-27,21:25:00,belanja,54000,Beli peralatan kebersihan rumah
2024-07-27,17:47:00,rumah,79000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2024-07-27,17:37:00,pakaian,63000,Beli sepatu formal
2024-07-27,10:26:00,makan,43000,Beli gorengan di sekolah
2024-07-28,12:17:00,pajak,55000,Bayar pajak kendaraan pribadi
2024-07-28,17:16:00,pakaian,55000,Beli pakaian dalam
2024-07-28,21:10:00,pajak,59000,Pelunasan denda pajak
2024-07-28,06:16:00,loundry,16000,Loundry pakaian anak
2024-07-28,17:27:00,pulsa,13000,Beli voucher TV kabel
2024-07-29,14:42:00,loundry,14000,Loundry pakaian olahraga
2024-07-29,17:50:00,rumah,58000,Beli tirai dan gorden
2024-07-29,15:29:00,pajak,54000,Bayar pajak penghasilan
2024-07-29,18:32:00,belanja,23000,Beli alat tulis dan kantor
2024-07-29,08:39:00,pajak,57000,Bayar pajak usaha
2024-07-30,17:25:00,tagihan,91000,Bayar tagihan telepon rumah
2024-07-30,17:17:00,lain-lain,14000,Biaya perizinan dan administrasi
2024-07-30,12:29:00,pakaian,68000,Beli sepatu formal
2024-07-31,12:59:00,asuransi,76000,Bayar premi asuransi kendaraan bermotor
2024-07-31,19:16:00,makan,15000,Makan malam di restoran
2024-07-31,10:39:00,loundry,29000,Cuci tas dan sepatu
2024-07-31,15:39:00,pajak,73000,Pelaporan pajak tahunan
2024-08-01,12:21:00,kesehatan,63000,Cek kesehatan di klinik
2024-08-01,17:28:00,pajak,66000,Bayar pajak kendaraan bermotor
2024-08-01,17:20:00,kesehatan,47000,Pembelian obat flu dan batuk
2024-08-02,12:18:00,pakaian,74000,Beli pakaian dalam
2024-08-02,08:34:00,pulsa,17000,Beli voucher TV kabel
2024-08-02,09:13:00,asuransi,65000,Bayar premi asuransi perjalanan
2024-08-02,16:14:00,asuransi,54000,Bayar premi asuransi perjalanan
2024-08-03,20:27:00,kesehatan,36000,Konsultasi dokter umum
2024-08-03,21:18:00,lain-lain,21000,Biaya penitipan anak
2024-08-03,06:31:00,belanja,56000,Beli sayur dan buah segar
2024-08-03,16:10:00,lain-lain,11000,Donasi bencana alam
2024-08-03,15:47:00,kesehatan,65000,Pembelian obat resep dokter
2024-08-04,11:26:00,kesehatan,40000,Konsultasi dokter umum
2024-08-04,07:28:00,hiburan,23000,Berlangganan Netflix/Disney+
2024-08-04,07:55:00,loundry,27000,Cuci tas dan sepatu
2024-08-04,15:21:00,asuransi,53000,Bayar premi asuransi jiwa
2024-08-04,09:23:00,lain-lain,31000,Pembelian souvenir acara keluarga
2024-08-05,16:28:00,kesehatan,85000,Beli vitamin dan suplemen
2024-08-05,11:45:00,pakaian,54000,Beli pakaian dalam
2024-08-05,15:56:00,pajak,62000,Bayar pajak hotel dan restoran
2024-08-05,18:20:00,tagihan,97000,Bayar langganan majalah/koran
2024-08-06,18:09:00,kesehatan,60000,Pemeriksaan laboratorium
2024-08-06,15:43:00,tagihan,33000,Bayar langganan majalah/koran
2024-08-06,13:08:00,rumah,52000,Perbaikan pipa dan keran air
2024-08-07,12:45:00,tagihan,79000,Bayar tagihan air PDAM
2024-08-07,12:25:00,loundry,27000,Loundry pakaian anak
2024-08-07,20:29:00,rumah,52000,Beli kursi dan meja baru
2024-08-08,16:32:00,loundry,25000,Loundry pakaian berbahan khusus
2024-08-08,07:37:00,rumah,88000,Beli tirai dan gorden
2024-08-08,11:34:00,rumah,70000,Service dan perawatan AC
2024-08-08,09:14:00,pajak,78000,Bayar pajak penghasilan
2024-08-08,17:22:00,hiburan,16000,Beli tiket konser musik
2024-08-09,16:51:00,tagihan,99000,Bayar tagihan air PDAM
2024-08-09,08:45:00,belanja,46000,Belanja perlengkapan sekolah anak
2024-08-09,17:52:00,rumah,67000,Beli tirai dan gorden
2024-08-10,18:30:00,pakaian,50000,Beli aksesoris pakaian
2024-08-10,13:30:00,pajak,88000,Bayar pajak usaha
2024-08-10,12:50:00,makan,33000,Makan malam di restoran
2024-08-10,09:39:00,asuransi,63000,Bayar premi asuransi kendaraan
2024-08-11,16:42:00,pulsa,11000,Isi ulang pulsa telepon
2024-08-11,15:47:00,belanja,49000,Beli pakaian baru
2024-08-11,21:58:00,loundry,28000,Loundry pakaian olahraga
2024-08-11,13:58:00,pulsa,11000,Beli voucher game online
2024-08-12,17:49:00,rumah,99000,Beli alat pel dan alat kebersihan rumah
2024-08-12,12:41:00,asuransi,95000,Bayar premi asuransi perjalanan
2024-08-12,11:57:00,rumah,79000,Beli alat pel dan alat kebersihan rumah
2024-08-12,14:14:00,pakaian,31000,Beli pakaian dalam
2024-08-13,16:57:00,pajak,55000,Bayar pajak bumi dan bangunan (PBB)
2024-08-13,21:16:00,loundry,11000,Cuci pakaian harian
2024-08-13,17:49:00,kesehatan,86000,Beli vitamin dan suplemen
2024-08-13,19:07:00,makan,11000,Beli jajanan pasar tradisional
2024-08-13,21:43:00,rumah,97000,Beli kursi dan meja baru
2024-08-14,12:38:00,makan,24000,Beli gorengan di sekolah
2024-08-14,17:14:00,loundry,10000,Loundry pakaian anak
2024-08-14,07:50:00,lain-lain,38000,Bayar denda tilang
2024-08-15,13:19:00,makan,23000,Beli jajanan pasar tradisional
2024-08-15,17:30:00,pulsa,17000,Beli kuota internet tambahan
2024-08-15,17:55:00,pajak,65000,Bayar pajak listrik usaha
2024-08-15,08:41:00,pulsa,18000,Top up e-wallet GoPay/Ovo/Dana
2024-08-15,11:59:00,pajak,55000,Bayar pajak penghasilan
2024-08-16,21:46:00,belanja,62000,Belanja perlengkapan mandi
2024-08-16,18:36:00,loundry,14000,Cuci tas dan sepatu
2024-08-16,09:36:00,pajak,81000,Bayar pajak usaha
2024-08-17,17:32:00,kesehatan,41000,Cek kesehatan di klinik
2024-08-17,08:03:00,hiburan,19000,Bermain di taman rekreasi
2024-08-17,18:57:00,belanja,27000,Belanja bumbu masak
2024-08-17,13:56:00,asuransi,92000,Biaya administrasi asuransi
2024-08-17,17:41:00,asuransi,70000,Bayar premi asuransi kendaraan bermotor
2024-08-18,18:30:00,kesehatan,54000,Pembelian obat resep dokter
2024-08-18,21:22:00,belanja,37000,Belanja perlengkapan mandi
2024-08-18,15:04:00,loundry,15000,Loundry pakaian berbahan khusus
2024-08-19,16:43:00,kesehatan,64000,Pemeriksaan laboratorium
2024-08-19,14:05:00,loundry,14000,Cuci pakaian harian
2024-08-19,20:04:00,pajak,64000,Bayar pajak reklame
2024-08-19,17:01:00,kesehatan,94000,Pembelian alat kesehatan seperti tensimeter
2024-08-20,13:03:00,asuransi,65000,Bayar premi asuransi kendaraan bermotor
2024-08-20,14:37:00,loundry,24000,Bersihkan karpet rumah
2024-08-20,11:55:00,pakaian,64000,Beli baju kerja dan seragam
2024-08-20,07:59:00,kesehatan,80000,Pembelian alat kesehatan seperti tensimeter
2024-08-21,14:45:00,belanja,77000,Belanja bumbu masak
2024-08-21,14:28:00,tagihan,66000,Bayar tagihan telepon rumah
2024-08-21,13:43:00,belanja,66000,Belanja kebutuhan rumah tangga
2024-08-21,20:30:00,tagihan,88000,Bayar tagihan internet dan WiFi
2024-08-21,16:51:00,kesehatan,83000,Pemeriksaan laboratorium
2024-08-22,07:00:00,lain-lain,30000,Hadiah ulang tahun keluarga
2024-08-22,17:17:00,pakaian,65000,Beli pakaian dalam
2024-08-22,17:13:00,rumah,57000,Pengecatan rumah dan dinding
2024-08-22,06:36:00,asuransi,97000,Perpanjangan asuransi rumah
2024-08-23,09:23:00,loundry,28000,Loundry seprai dan selimut
2024-08-23,13:38:00,hiburan,43000,Berlangganan Netflix/Disney+
2024-08-23,16:33:00,pulsa,17000,Pembayaran layanan telekomunikasi lainnya
2024-08-24,06:37:00,lain-lain,49000,Donasi bencana alam
2024-08-24,09:21:00,belanja,58000,Belanja kebutuhan rumah tangga
2024-08-24,14:45:00,makan,34000,Beli minuman es teh
2024-08-24,13:43:00,asuransi,75000,Bayar premi asuransi usaha
2024-08-24,20:09:00,hiburan,24000,Nonton bioskop
2024-08-25,18:24:00,tagihan,43000,Bayar tagihan internet dan WiFi
2024-08-25,14:55:00,lain-lain,34000,Pembelian souvenir acara keluarga
2024-08-25,15:47:00,asuransi,59000,Pembayaran klaim asuransi
2024-08-25,19:23:00,hiburan,43000,Langganan majalah hiburan
2024-08-25,21:18:00,pakaian,61000,Beli sepatu formal
2024-08-26,14:35:00,lain-lain,45000,Biaya perizinan dan administrasi
2024-08-26,10:13:00,tagihan,83000,Bayar tagihan internet dan WiFi
2024-08-26,11:25:00,pulsa,6000,Beli pulsa untuk perangkat IoT
2024-08-27,15:25:00,belanja,28000,Beli alat elektronik kecil
2024-08-27,12:56:00,pakaian,78000,Beli pakaian muslim
2024-08-27,11:31:00,kesehatan,63000,Konsultasi dokter umum
2024-08-27,08:32:00,belanja,31000,Belanja kebutuhan dapur
2024-08-27,12:25:00,loundry,12000,Cuci pakaian harian
2024-08-28,18:24:00,makan,35000,Beli jajanan pasar tradisional
2024-08-28,15:44:00,belanja,44000,Belanja kebutuhan dapur
2024-08-28,06:50:00,pajak,87000,Bayar pajak kendaraan pribadi
2024-08-28,21:49:00,pajak,81000,Pelaporan pajak tahunan
2024-08-29,21:10:00,asuransi,90000,Bayar premi asuransi kesehatan
2024-08-29,10:24:00,asuransi,92000,Bayar premi asuransi jiwa
2024-08-29,07:59:00,asuransi,58000,Bayar premi asuransi kendaraan
2024-08-29,08:56:00,hiburan,29000,Langganan majalah hiburan
2024-08-30,08:22:00,asuransi,70000,Bayar premi asuransi perjalanan
2024-08-30,06:36:00,makan,37000,Makan di warteg
2024-08-30,21:42:00,kesehatan,47000,Konsultasi dokter umum
2024-08-30,09:12:00,pakaian,61000,Beli pakaian dalam
2024-08-30,06:47:00,belanja,69000,Belanja perlengkapan mandi
2024-08-31,15:03:00,pulsa,5000,Bayar tagihan telepon prabayar
2024-08-31,15:12:00,belanja,50000,Belanja kebutuhan dapur
2024-08-31,18:20:00,pulsa,9000,Beli pulsa untuk perangkat IoT
2024-08-31,12:29:00,pulsa,17000,Beli voucher game online
2024-08-31,09:54:00,pajak,54000,Bayar pajak bumi dan bangunan (PBB)
2024-09-01,16:25:00,hiburan,26000,Beli buku novel dan komik
2024-09-01,13:13:00,pajak,91000,Bayar pajak reklame
2024-09-01,20:01:00,pakaian,55000,Beli baju kerja dan seragam
2024-09-01,06:58:00,pulsa,13000,Bayar tagihan telepon prabayar
2024-09-02,10:40:00,tagihan,95000,Bayar langganan majalah/koran
2024-09-02,10:56:00,makan,32000,Beli nasi bungkus
2024-09-02,20:19:00,makan,36000,Beli makanan online lewat aplikasi
2024-09-02,13:10:00,hiburan,22000,Nonton bioskop
2024-09-03,13:57:00,lain-lain,21000,Bayar denda tilang
2024-09-03,07:20:00,hiburan,49000,Beli tiket konser musik
2024-09-03,06:00:00,hiburan,23000,Main game online berbayar
2024-09-03,19:18:00,pajak,91000,Bayar pajak kendaraan bermotor
2024-09-03,08:47:00,rumah,58000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2024-09-04,12:45:00,makan,37000,Jajan cemilan pasar
2024-09-04,19:43:00,rumah,57000,Pengecatan rumah dan dinding
2024-09-04,16:50:00,lain-lain,31000,Sedekah ke masjid atau panti asuhan
2024-09-04,08:16:00,pajak,90000,Bayar pajak hotel dan restoran
2024-09-04,16:56:00,pajak,94000,Bayar pajak kendaraan bermotor
2024-09-05,15:03:00,hiburan,21000,Mengikuti kelas musik atau tari
2024-09-05,12:59:00,makan,42000,Makan siang di kantin
2024-09-05,16:30:00,pakaian,55000,Beli sepatu formal
2024-09-06,09:50:00,makan,32000,Beli sarapan di warung
2024-09-06,11:48:00,kesehatan,59000,Pembelian masker dan hand sanitizer
2024-09-06,09:37:00,asuransi,82000,Bayar premi asuransi kendaraan
2024-09-07,20:10:00,makan,21000,Beli lauk pauk untuk keluarga
2024-09-07,07:38:00,asuransi,99000,Bayar premi asuransi pendidikan anak
2024-09-07,12:16:00,kesehatan,49000,Pembelian alat kesehatan seperti tensimeter
2024-09-08,21:50:00,pulsa,6000,Pembayaran layanan telekomunikasi lainnya
2024-09-08,09:24:00,belanja,28000,Beli alat elektronik kecil
2024-09-08,13:59:00,hiburan,47000,Nonton bioskop
2024-09-08,17:52:00,kesehatan,93000,Terapi pijat dan refleksi
2024-09-09,14:45:00,rumah,97000,Perbaikan instalasi listrik rumah
2024-09-09,20:53:00,lain-lain,24000,Biaya perizinan dan administrasi
2024-09-09,18:54:00,kesehatan,36000,Vaksinasi anak dan dewasa
2024-09-09,15:55:00,tagihan,37000,Bayar layanan kebersihan lingkungan
2024-09-10,08:59:00,hiburan,22000,Beli buku novel dan komik
2024-09-10,10:02:00,kesehatan,66000,Vaksinasi anak dan dewasa
2024-09-10,21:08:00,pulsa,18000,Beli paket SMS dan telepon
2024-09-10,07:30:00,rumah,50000,Perbaikan pipa dan keran air
2024-09-11,18:00:00,makan,20000,Beli nasi bungkus
2024-09-11,19:01:00,pakaian,74000,Beli pakaian muslim
2024-09-11,09:46:00,loundry,28000,Loundry pakaian berbahan khusus
2024-09-11,21:24:00,hiburan,20000,Berlangganan Netflix/Disney+
2024-09-12,20:16:00,tagihan,56000,Bayar tagihan internet dan WiFi
2024-09-12,21:09:00,makan,41000,Makan siang di kantin
2024-09-12,18:13:00,makan,24000,Beli nasi bungkus
2024-09-12,14:08:00,pajak,69000,Bayar pajak reklame
2024-09-12,17:06:00,asuransi,78000,Pembayaran klaim asuransi
2024-09-13,15:32:00,kesehatan,60000,Vaksinasi anak dan dewasa
2024-09-13,12:18:00,lain-lain,33000,Donasi bencana alam
2024-09-13,06:28:00,hiburan,33000,Beli buku novel dan komik
2024-09-14,19:33:00,loundry,28000,Loundry pakaian berbahan khusus
2024-09-14,18:02:00,pakaian,74000,Beli aksesoris pakaian
2024-09-14,18:05:00,pajak,68000,Pelunasan denda pajak
2024-09-15,09:48:00,loundry,29000,Loundry pakaian anak
2024-09-15,19:01:00,lain-lain,46000,Biaya tak terduga
2024-09-15,07:52:00,rumah,52000,Beli kursi dan meja baru
2024-09-16,11:50:00,loundry,15000,Loundry pakaian olahraga
2024-09-16,11:35:00,tagihan,88000,Bayar biaya parkir dan sampah
2024-09-16,07:57:00,rumah,51000,Beli alat pel dan alat kebersihan rumah
2024-09-17,20:57:00,pulsa,7000,Pembayaran layanan telekomunikasi lainnya
2024-09-17,16:10:00,pulsa,8000,Bayar tagihan telepon prabayar
2024-09-17,14:06:00,asuransi,74000,Bayar premi asuransi pendidikan anak
2024-09-18,09:39:00,kesehatan,85000,Vaksinasi anak dan dewasa
2024-09-18,14:06:00,tagihan,32000,Bayar tagihan air PDAM
2024-09-18,20:41:00,lain-lain,29000,Pembelian alat tulis kantor
2024-09-18,08:58:00,hiburan,17000,Beli cemilan saat nonton TV
2024-09-19,07:40:00,kesehatan,92000,Pemeriksaan laboratorium
2024-09-19,13:36:00,hiburan,49000,Nonton pertunjukan teater atau seni tradisional
2024-09-19,12:29:00,lain-lain,16000,Bayar denda tilang
2024-09-19,19:09:00,tagihan,31000,Bayar tagihan listrik bulanan
2024-09-19,13:49:00,tagihan,91000,Bayar biaya parkir dan sampah
2024-09-20,12:55:00,pajak,87000,Bayar pajak listrik usaha
2024-09-20,12:39:00,rumah,84000,Perbaikan instalasi listrik rumah
2024-09-20,08:03:00,hiburan,30000,Mengikuti kelas musik atau tari
2024-09-20,12:06:00,hiburan,22000,Main game online berbayar
2024-09-20,20:34:00,makan,37000,Beli nasi bungkus
2024-09-21,12:33:00,pajak,79000,Pelaporan pajak tahunan
2024-09-21,07:30:00,lain-lain,41000,Sedekah ke masjid atau panti asuhan
2024-09-21,11:56:00,pakaian,74000,Beli pakaian muslim
2024-09-21,16:48:00,lain-lain,49000,Donasi bencana alam
2024-09-22,08:37:00,pulsa,5000,Bayar tagihan telepon prabayar
2024-09-22,17:36:00,pakaian,61000,Beli pakaian tradisional
2024-09-22,13:50:00,kesehatan,91000,Konsultasi dokter umum
2024-09-23,07:53:00,belanja,48000,Beli sayur dan buah segar
2024-09-23,19:39:00,hiburan,39000,Beli tiket konser musik
2024-09-23,09:54:00,rumah,64000,Beli tirai dan gorden
2024-09-24,13:40:00,tagihan,49000,Bayar iuran keamanan lingkungan
2024-09-24,21:34:00,rumah,54000,Beli tirai dan gorden
2024-09-24,21:34:00,lain-lain,49000,Pembelian souvenir acara keluarga
2024-09-24,20:01:00,hiburan,46000,Nonton bioskop
2024-09-24,13:48:00,kesehatan,63000,Beli vitamin dan suplemen
2024-09-25,17:58:00,loundry,16000,Setrika pakaian batik
2024-09-25,10:08:00,makan,21000,Beli minuman es teh
2024-09-25,12:46:00,lain-lain,16000,Pembelian alat tulis kantor
2024-09-26,12:15:00,pulsa,6000,Top up e-wallet GoPay/Ovo/Dana
2024-09-26,17:20:00,tagihan,55000,Bayar langganan majalah/koran
2024-09-26,07:15:00,pajak,99000,Bayar pajak kendaraan bermotor
2024-09-26,08:41:00,pakaian,76000,Beli sepatu formal
2024-09-27,21:01:00,kesehatan,57000,Pemeriksaan laboratorium
2024-09-27,15:18:00,kesehatan,95000,Pembelian masker dan hand sanitizer
2024-09-27,21:07:00,hiburan,30000,Langganan majalah hiburan
2024-09-28,08:17:00,belanja,63000,Belanja perlengkapan sekolah anak
2024-09-28,11:39:00,tagihan,35000,Bayar tagihan internet dan WiFi
2024-09-28,08:27:00,asuransi,75000,Bayar premi asuransi jiwa
2024-09-28,20:39:00,belanja,75000,Beli alat elektronik kecil
2024-09-29,20:36:00,pajak,85000,Bayar pajak reklame
2024-09-29,14:36:00,tagihan,53000,Bayar langganan majalah/koran
2024-09-29,14:33:00,hiburan,45000,Berlangganan Netflix/Disney+
2024-09-29,12:51:00,asuransi,83000,Bayar premi asuransi jiwa
2024-09-29,17:19:00,makan,21000,Beli minuman es teh
2024-09-30,19:03:00,hiburan,41000,Nonton pertunjukan teater atau seni tradisional
2024-09-30,19:50:00,makan,24000,Beli gorengan di sekolah
2024-09-30,07:36:00,asuransi,97000,Bayar premi asuransi kendaraan
2024-09-30,09:57:00,kesehatan,41000,Pemeriksaan laboratorium
2024-09-30,21:20:00,rumah,94000,Beli tirai dan gorden
2024-10-01,06:36:00,hiburan,40000,Mengikuti kelas musik atau tari
2024-10-01,20:28:00,belanja,47000,Belanja perlengkapan sekolah anak
2024-10-01,10:41:00,makan,25000,Makan di warteg
2024-10-01,19:03:00,belanja,28000,Beli peralatan kebersihan rumah
2024-10-01,21:22:00,asuransi,80000,Pembayaran klaim asuransi
2024-10-02,08:46:00,hiburan,30000,Beli cemilan saat nonton TV
2024-10-02,07:07:00,pajak,76000,Bayar pajak hotel dan restoran
2024-10-02,21:48:00,pakaian,33000,Beli pakaian dalam
2024-10-03,19:55:00,asuransi,75000,Bayar premi asuransi perjalanan
2024-10-03,09:48:00,rumah,55000,Beli kursi dan meja baru
2024-10-03,18:05:00,lain-lain,29000,Bayar denda tilang
2024-10-04,08:21:00,pakaian,47000,Beli aksesoris pakaian
2024-10-04,12:13:00,pajak,56000,Bayar pajak kendaraan pribadi
2024-10-04,20:09:00,hiburan,22000,Nonton bioskop
2024-10-04,08:47:00,belanja,26000,Beli peralatan kebersihan rumah
2024-10-04,07:29:00,pulsa,10000,Beli paket data internet
2024-10-05,08:54:00,rumah,77000,Service dan perawatan AC
2024-10-05,16:09:00,belanja,60000,Beli peralatan kebersihan rumah
2024-10-05,07:44:00,pajak,65000,Bayar pajak reklame
2024-10-05,21:07:00,tagihan,84000,Bayar tagihan gas elpiji
2024-10-05,11:14:00,makan,32000,Makan malam di restoran
2024-10-06,06:03:00,makan,39000,Makan malam di restoran
2024-10-06,14:51:00,asuransi,52000,Biaya administrasi asuransi
2024-10-06,09:24:00,hiburan,24000,Bermain di taman rekreasi
2024-10-06,16:56:00,loundry,23000,Setrika pakaian batik
2024-10-06,07:42:00,kesehatan,36000,Terapi pijat dan refleksi
2024-10-07,14:26:00,rumah,92000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2024-10-07,09:48:00,tagihan,47000,Bayar tagihan TV kabel dan streaming
2024-10-07,12:54:00,rumah,97000,Perbaikan pipa dan keran air
2024-10-08,09:12:00,belanja,68000,Belanja bumbu masak
2024-10-08,20:12:00,rumah,84000,Pengecatan rumah dan dinding
2024-10-08,17:28:00,pajak,61000,Bayar pajak bumi dan bangunan (PBB)
2024-10-08,06:55:00,rumah,61000,Beli tirai dan gorden
2024-10-08,11:52:00,pakaian,43000,Beli pakaian tradisional
2024-10-09,07:28:00,loundry,10000,Loundry seprai dan selimut
2024-10-09,19:05:00,asuransi,87000,Biaya administrasi asuransi
2024-10-09,20:22:00,hiburan,20000,Main game online berbayar
2024-10-09,10:03:00,pajak,53000,Bayar pajak kendaraan bermotor
2024-10-10,09:21:00,lain-lain,44000,Sedekah ke masjid atau panti asuhan
2024-10-10,18:26:00,pajak,84000,Bayar pajak usaha
2024-10-10,06:20:00,asuransi,86000,Bayar premi asuransi perjalanan
2024-10-11,10:18:00,pakaian,76000,Beli jaket dan sweater
2024-10-11,21:04:00,kesehatan,34000,Konsultasi dokter umum
2024-10-11,12:32:00,tagihan,62000,Bayar iuran keamanan lingkungan
2024-10-11,14:54:00,pajak,83000,Bayar pajak penghasilan
2024-10-12,14:54:00,belanja,35000,Belanja bumbu masak
2024-10-12,12:24:00,kesehatan,84000,Konsultasi dokter umum
2024-10-12,06:16:00,hiburan,20000,Mengikuti kelas musik atau tari
2024-10-12,20:16:00,tagihan,40000,Bayar langganan majalah/koran
2024-10-12,16:05:00,loundry,16000,Loundry pakaian olahraga
2024-10-13,09:49:00,loundry,20000,Loundry pakaian olahraga
2024-10-13,18:58:00,makan,43000,Beli nasi bungkus
2024-10-13,11:00:00,makan,15000,Beli makanan online lewat aplikasi
2024-10-13,17:07:00,pakaian,77000,Beli kaos dan celana casual
2024-10-14,08:50:00,pulsa,14000,Beli pulsa untuk perangkat IoT
2024-10-14,09:23:00,pakaian,66000,Beli jaket dan sweater
2024-10-14,17:05:00,rumah,63000,Perbaikan instalasi listrik rumah
2024-10-15,20:18:00,pulsa,18000,Beli kuota internet tambahan
2024-10-15,18:37:00,kesehatan,43000,Pembelian masker dan hand sanitizer
